Frames,Invar,Pdr_solve,blockCube,ensureFrames,ensureFrames_Invar,generalize,pushClauses,pushClauses.Pdr_ManCheckCube,run,solverAddClause,Frames_q,Invar_q,Pdr_solve_q,blockCube_q,ensureFrames_q,ensureFrames_Invar_q,generalize_q,pushClauses_q,pushClauses.Pdr_ManCheckCube_q,run_q,solverAddClause_q,Frames_r,Invar_r,Pdr_solve_r,blockCube_r,ensureFrames_r,ensureFrames_Invar_r,generalize_r,pushClauses_r,pushClauses.Pdr_ManCheckCube_r,run_r,solverAddClause_r
15.0,nan,1780.06,1657.92,0.01,nan,1618.81,122.12,116.63,1780.07,1.61,15.0,nan,1779.88,1658.92,0.01,nan,1619.73,120.93,115.47,1779.89,1.6,1.0,nan,0.9998988798130402,1.0006031654120826,1.0,nan,1.000568318703245,0.9902554864068129,0.9900540169767642,0.9998988803811087,0.9937888198757764
21.0,29.0,0.45,0.09,0.05,0.0,0.06,0.29,0.28,0.48,0.0,21.0,29.0,0.44,0.09,0.04,0.0,0.06,0.29,0.28,0.48,0.0,1.0,1.0,0.9777777777777777,1.0,0.7999999999999999,nan,1.0,1.0,1.0,1.0,nan
17.0,15.0,1765.19,1763.59,0.04,0.0,1516.71,1.5,1.48,1765.23,1.18,17.0,15.0,1765.63,1764.03,0.04,0.0,1517.88,1.5,1.48,1765.67,1.18,1.0,1.0,1.0002492649516483,1.000249491094869,1.0,nan,1.000771406531242,1.0,1.0,1.0002492593033203,1.0
15.0,16.0,173.97,172.89,0.08,nan,166.29,0.9,0.9,174.02,0.05,15.0,16.0,62.48,61.48,0.08,nan,57.46,0.81,0.81,62.53,0.02,1.0,1.0,0.35914238087026495,0.3556018277517497,1.0,nan,0.3455409224848157,0.9,0.9,0.3593265141937708,0.39999999999999997
11.0,nan,1795.98,1795.55,0.07,nan,1741.16,0.22,0.22,1796.03,0.48,11.0,nan,1795.66,1795.24,0.07,nan,1740.15,0.21,0.21,1795.71,0.48,1.0,nan,0.9998218242964844,0.9998273509509621,1.0,nan,0.9994199269452549,0.9545454545454545,0.9545454545454545,0.9998218292567497,1.0
13.0,14.0,209.51,208.9,0.08,nan,202.04,0.44,0.44,209.56,0.08,13.0,14.0,209.18,208.58,0.07,nan,201.83,0.44,0.44,209.22,0.08,1.0,1.0,0.9984248961863397,0.9984681665868838,0.8750000000000001,nan,0.9989606018610178,1.0,1.0,0.9983775529681237,1.0
15.0,nan,1796.36,1795.73,0.08,nan,1752.89,0.37,0.37,1796.4,0.72,15.0,nan,1796.38,1795.74,0.07,nan,1752.4,0.38,0.38,1796.42,0.73,1.0,nan,1.0000111336257766,1.0000055687659057,0.8750000000000001,nan,0.9997204616376384,1.027027027027027,1.027027027027027,1.0000111333778667,1.0138888888888888
24.0,25.0,0.41,0.07,0.04,0.0,0.05,0.27,0.26,0.44,0.0,24.0,25.0,0.4,0.07,0.04,0.0,0.06,0.27,0.26,0.43,0.0,1.0,1.0,0.9756097560975611,1.0,1.0,nan,1.2,1.0,1.0,0.9772727272727273,nan
26.0,61.0,1768.99,1758.89,0.04,0.0,1572.93,9.99,9.89,1769.02,2.79,30.0,508.0,1765.9,1692.52,0.05,0.0,1389.44,73.32,68.56,1765.94,6.06,1.1538461538461537,8.327868852459016,0.9982532405496922,0.962265974563503,1.25,nan,0.8833450948230372,7.339339339339339,6.932254802831142,0.998258923019525,2.172043010752688
4.0,nan,1.25,1.23,0.01,nan,1.22,0.01,0.01,1.27,0.0,4.0,nan,1.26,1.24,0.01,nan,1.22,0.01,0.01,1.27,0.0,1.0,nan,1.008,1.008130081300813,1.0,nan,1.0,1.0,1.0,1.0,nan
16.0,nan,1795.83,1795.13,0.07,nan,1746.53,0.41,0.41,1795.88,0.67,16.0,nan,1795.98,1795.3,0.06,nan,1747.19,0.4,0.4,1796.03,0.66,1.0,nan,1.0000835268371728,1.0000947006623475,0.857142857142857,nan,1.0003778921633182,0.9756097560975611,0.9756097560975611,1.00008352451166,0.9850746268656716
32.0,91.0,1773.35,1734.97,0.05,0.0,1488.68,38.32,37.3,1773.39,3.03,32.0,91.0,1772.53,1734.81,0.05,0.0,1490.31,37.65,36.65,1772.57,2.98,1.0,1.0,0.9995375983308428,0.9999077793852342,1.0,nan,1.0010949297364107,0.9825156576200417,0.982573726541555,0.9995376087606223,0.9834983498349835
14.0,nan,1796.21,1795.67,0.07,nan,1754.58,0.32,0.32,1796.26,0.77,14.0,nan,1796.43,1795.9,0.07,nan,1755.99,0.32,0.32,1796.47,0.77,1.0,nan,1.0001224801109,1.0001280858955153,1.0,nan,1.00080361112061,1.0,1.0,1.0001169095787914,1.0
9.0,16.0,27.3,27.02,0.07,nan,25.01,0.14,0.14,27.35,0.01,9.0,16.0,27.29,27.01,0.07,nan,25.0,0.15,0.14,27.34,0.01,1.0,1.0,0.9996336996336995,0.9996299037749816,1.0,nan,0.9996001599360256,1.0714285714285714,1.0,0.9996343692870201,1.0
30.0,140.0,1773.24,1722.36,0.04,0.0,1470.17,50.79,48.53,1773.27,3.22,27.0,126.0,1774.19,1716.26,0.04,0.0,1483.92,57.89,56.09,1774.23,3.29,0.9,0.9,1.000535742482687,0.9964583478483012,1.0,nan,1.0093526598964746,1.139791297499508,1.1557799299402431,1.0005413727181987,1.0217391304347825
28.0,404.0,1769.04,1744.68,0.05,0.01,1368.97,24.25,23.84,1769.07,6.03,28.0,404.0,1769.35,1744.95,0.05,0.0,1370.83,24.28,23.87,1769.38,6.0,1.0,1.0,1.0001752362863474,1.0001547561730517,1.0,0.0,1.0013586857272254,1.001237113402062,1.001258389261745,1.0001752333146796,0.9950248756218905
28.0,23.0,0.48,0.08,0.04,0.0,0.06,0.34,0.32,0.52,0.0,28.0,23.0,0.49,0.08,0.04,0.0,0.06,0.34,0.32,0.52,0.0,1.0,1.0,1.0208333333333333,1.0,1.0,nan,1.0,1.0,1.0,1.0,nan
11.0,nan,1795.99,1795.57,0.08,nan,1747.51,0.21,0.21,1796.05,0.46,11.0,nan,1795.84,1795.4,0.08,nan,1748.16,0.22,0.22,1795.89,0.45,1.0,nan,0.9999164806040122,0.9999053225438163,1.0,nan,1.0003719578142616,1.0476190476190477,1.0476190476190477,0.9999109156203893,0.9782608695652174
13.0,nan,1796.12,1795.59,0.07,nan,1749.05,0.28,0.28,1796.17,0.54,13.0,nan,1796.03,1795.5,0.07,nan,1749.88,0.28,0.27,1796.08,0.54,1.0,nan,0.9999498919893994,0.999949877199138,1.0,nan,1.0004745433235185,1.0,0.9642857142857143,0.9999498933842564,1.0
12.0,nan,1795.53,1795.04,0.07,nan,1746.94,0.23,0.23,1795.58,0.47,12.0,nan,1795.75,1795.28,0.07,nan,1747.43,0.23,0.23,1795.8,0.47,1.0,nan,1.000122526496355,1.0001337017559497,1.0,nan,1.0002804904576001,1.0,1.0,1.000122523084463,1.0
33.0,1781.0,1770.5,1702.42,0.05,0.01,1451.57,67.98,64.96,1770.53,20.28,33.0,1781.0,1771.27,1702.87,0.05,0.01,1446.69,68.3,65.3,1771.3,20.22,1.0,1.0,1.0004349053939565,1.000264329601391,1.0,1.0,0.9966381228600757,1.0047072668431891,1.0052339901477834,1.0004348980248852,0.9970414201183431
23.0,93.0,1761.96,1745.47,0.04,0.0,1510.45,16.44,15.94,1762.0,3.35,29.0,86.0,1767.98,1744.57,0.05,0.0,1388.39,23.34,22.93,1768.02,2.34,1.2608695652173914,0.9247311827956989,1.0034166496401735,0.9994843795653892,1.25,nan,0.9191896454698931,1.4197080291970803,1.4385194479297365,1.003416572077185,0.698507462686567
19.0,6207.0,213.63,150.94,0.02,0.01,96.28,62.68,58.6,213.64,2.43,20.0,6743.0,347.02,263.56,0.02,0.01,161.36,83.45,76.84,347.03,4.06,1.0526315789473684,1.0863541163202834,1.6243973224734354,1.7461242877964755,1.0,1.0,1.6759451599501456,1.3313656668793874,1.3112627986348122,1.624368095862198,1.670781893004115
32.0,30.0,1765.89,1748.54,0.05,0.0,1307.8,17.27,17.08,1765.92,2.33,30.0,285.0,1764.31,1738.8,0.05,0.0,1502.66,25.44,24.99,1764.34,7.01,0.9375,9.5,0.9991052670324878,0.9944296384412138,1.0,nan,1.1489983177855942,1.4730746960046324,1.4631147540983607,0.9991052822324906,3.008583690987124
15.0,nan,1795.48,1794.9,0.07,nan,1749.02,0.33,0.33,1795.53,0.57,15.0,nan,1795.44,1794.85,0.07,nan,1748.97,0.35,0.35,1795.48,0.56,1.0,nan,0.9999777218348297,0.9999721432948909,1.0,nan,0.9999714125624636,1.0606060606060606,1.0606060606060606,0.9999721530690103,0.9824561403508774
17.0,10.0,31.43,30.78,0.07,nan,28.57,0.46,0.45,31.48,0.02,17.0,10.0,31.45,30.79,0.07,nan,28.59,0.46,0.46,31.5,0.02,1.0,1.0,1.0006363347120586,1.0003248862897984,1.0,nan,1.00070003500175,1.0,1.0222222222222221,1.0006353240152477,1.0
14.0,nan,106.05,105.45,0.08,nan,100.92,0.32,0.32,106.1,0.02,14.0,nan,105.72,105.12,0.08,nan,100.59,0.32,0.32,105.77,0.02,1.0,nan,0.9968882602545969,0.9968705547652916,1.0,nan,0.996730083234245,1.0,1.0,0.9968897266729501,1.0
15.0,nan,141.16,140.5,0.08,nan,135.1,0.36,0.36,141.21,0.03,15.0,nan,141.42,140.76,0.07,nan,135.35,0.37,0.37,141.47,0.03,1.0,nan,1.0018418815528478,1.0018505338078292,0.8750000000000001,nan,1.0018504811250926,1.027777777777778,1.027777777777778,1.0018412293746901,1.0
14.0,nan,69.38,68.78,0.08,nan,65.66,0.33,0.33,69.43,0.01,14.0,nan,69.51,68.92,0.07,nan,65.78,0.32,0.32,69.55,0.01,1.0,nan,1.001873738829634,1.0020354754289038,0.8750000000000001,nan,1.001827596710326,0.9696969696969697,0.9696969696969697,1.0017283594987756,1.0
29.0,246.0,1763.38,1713.65,0.05,0.0,1410.75,49.6,46.39,1763.41,4.65,29.0,246.0,1763.21,1713.42,0.05,0.0,1420.2,49.66,46.45,1763.24,4.67,1.0,1.0,0.9999035942338009,0.999865783561404,1.0,nan,1.0066985645933015,1.0012096774193548,1.0012933821944385,0.9999035958739033,1.004301075268817
18.0,26.0,0.35,0.08,0.05,0.0,0.06,0.21,0.19,0.38,0.0,18.0,26.0,0.34,0.08,0.04,0.0,0.06,0.21,0.2,0.38,0.0,1.0,1.0,0.9714285714285715,1.0,0.7999999999999999,nan,1.0,1.0,1.0526315789473684,1.0,nan
28.0,649.0,1765.87,1651.52,0.05,0.01,1505.56,114.24,106.54,1765.9,10.61,28.0,649.0,1764.86,1650.88,0.05,0.01,1505.04,113.89,106.27,1764.89,10.62,1.0,1.0,0.9994280439669965,0.9996124782018989,1.0,1.0,0.9996546135657164,0.9969362745098039,0.9974657405669232,0.999428053683674,1.000942507068803
28.0,1605.0,1769.09,1756.61,0.06,0.01,1567.63,12.39,11.99,1769.12,24.42,26.0,195.0,1770.42,1753.57,0.04,0.0,1551.14,16.77,16.2,1770.45,4.19,0.9285714285714286,0.12149532710280374,1.0007517989474815,0.9982693938893664,0.6666666666666667,0.0,0.9894809361903,1.3535108958837772,1.3511259382819014,1.0007517861987882,0.17158067158067158
21.0,nan,1796.43,1783.55,0.08,nan,1741.14,12.59,12.52,1796.47,0.93,21.0,nan,1795.89,1783.07,0.08,nan,1740.65,12.54,12.47,1795.94,0.94,1.0,nan,0.9996994038175715,0.9997308738190687,1.0,nan,0.9997185751863722,0.9960285941223193,0.9960063897763579,0.9997049769826382,1.010752688172043
15.0,nan,1795.94,1795.33,0.07,nan,1753.05,0.34,0.34,1795.99,0.7,15.0,nan,1795.86,1795.26,0.07,nan,1753.09,0.35,0.35,1795.91,0.71,1.0,nan,0.9999554550820182,0.9999610099536019,1.0,nan,1.0000228173754313,1.0294117647058822,1.0294117647058822,0.9999554563221399,1.0142857142857142
15.0,nan,1796.33,1788.7,0.08,nan,1751.05,7.36,7.32,1796.38,0.67,15.0,nan,1796.37,1788.74,0.07,nan,1751.08,7.36,7.32,1796.41,0.67,1.0,nan,1.0000222676234323,1.0000223626097164,0.8750000000000001,nan,1.0000171325775964,1.0,1.0,1.0000167002527305,1.0
26.0,112.0,1775.69,1734.48,0.04,0.0,1509.58,41.14,38.72,1775.72,2.62,26.0,112.0,1776.13,1734.98,0.04,0.0,1510.03,41.07,38.65,1776.15,2.62,1.0,1.0,1.000247790999555,1.000288270836216,1.0,nan,1.0002980961591967,0.9982984929508993,0.9981921487603306,1.0002421552947538,1.0
20.0,86.0,1763.5,1749.97,0.04,0.0,1420.77,13.46,13.31,1763.54,2.61,22.0,211.0,1768.03,1701.96,0.04,0.0,1438.91,65.99,62.61,1768.06,4.3,1.1,2.453488372093023,1.0025687553161327,0.9725652439756111,1.0,nan,1.0127677245437334,4.902674591381872,4.703981968444778,1.0025630266396,1.6475095785440612
4.0,nan,1799.89,1799.79,0.03,nan,1799.73,0.06,0.06,1799.92,0.0,4.0,nan,1799.99,1799.89,0.03,nan,1799.83,0.06,0.06,1800.01,0.0,1.0,nan,1.0000555589508247,1.0000555620377933,1.0,nan,1.000055563890139,1.0,1.0,1.0000500022223209,nan
24.0,198.0,1767.54,1671.82,0.05,0.0,1492.41,95.6,88.82,1767.58,3.59,24.0,198.0,1767.8,1671.9,0.04,0.0,1492.81,95.79,88.98,1767.84,3.61,1.0,1.0,1.000147097095398,1.0000478520414877,0.7999999999999999,nan,1.0002680228623502,1.001987447698745,1.0018013960819636,1.0001470937666188,1.0055710306406684
17.0,15.0,180.83,179.71,0.08,nan,175.28,0.92,0.89,180.87,0.1,17.0,20.0,591.36,590.3,0.07,nan,579.23,0.88,0.84,591.41,0.34,1.0,1.3333333333333333,3.2702538295636785,3.284736519948806,0.8750000000000001,nan,3.304598356914651,0.9565217391304347,0.9438202247191011,3.2698070437330675,3.4
20.0,28.0,0.41,0.08,0.04,0.0,0.06,0.27,0.26,0.44,0.0,20.0,28.0,0.4,0.08,0.04,0.0,0.06,0.26,0.25,0.44,0.0,1.0,1.0,0.9756097560975611,1.0,1.0,nan,1.0,0.9629629629629629,0.9615384615384615,1.0,nan
12.0,nan,1796.39,1795.86,0.08,nan,1751.09,0.24,0.24,1796.44,0.46,12.0,nan,1796.31,1795.79,0.07,nan,1751.18,0.25,0.25,1796.36,0.46,1.0,nan,0.9999554662406269,0.9999610214604703,0.8750000000000001,nan,1.000051396558715,1.0416666666666667,1.0416666666666667,0.9999554674801273,1.0
31.0,82.0,1775.93,1683.88,0.05,0.0,1473.33,91.99,86.65,1775.97,3.5,32.0,386.0,1775.39,1729.02,0.05,0.0,1512.7,46.27,43.71,1775.42,5.56,1.032258064516129,4.7073170731707314,0.9996959339613611,1.0268071359004203,1.0,nan,1.0267217799135293,0.5029894553755844,0.5044431621465666,0.9996903100840667,1.5885714285714285
19.0,1487.0,1790.93,1688.62,0.07,0.04,1655.81,102.25,100.25,1790.95,13.85,19.0,1487.0,1787.5,1685.06,0.07,0.04,1654.08,102.38,100.37,1787.52,13.45,1.0,1.0,0.998084793933878,0.997891769610688,1.0,1.0,0.9989551941345928,1.0012713936430317,1.0011970074812968,0.9980848153214774,0.9711191335740071
14.0,76.0,2.87,2.69,0.0,nan,2.15,0.18,0.17,2.88,0.01,14.0,76.0,2.86,2.67,0.01,nan,2.15,0.18,0.17,2.87,0.01,1.0,1.0,0.9965156794425086,0.9925650557620818,nan,nan,1.0,1.0,1.0,0.9965277777777779,1.0
13.0,36.0,0.93,0.84,0.01,nan,0.63,0.08,0.08,0.94,0.0,13.0,36.0,0.92,0.83,0.01,nan,0.62,0.08,0.08,0.92,0.0,1.0,1.0,0.989247311827957,0.9880952380952381,1.0,nan,0.9841269841269841,1.0,1.0,0.9787234042553192,nan
15.0,34.0,1760.36,1754.55,0.02,0.0,1505.04,5.79,5.59,1760.38,1.26,15.0,34.0,1759.44,1753.67,0.02,0.0,1510.54,5.75,5.55,1759.46,1.22,1.0,1.0,0.9994773796268945,0.9994984468952154,1.0,nan,1.0036543879232445,0.9930915371329879,0.9928443649373881,0.9994773855644804,0.9682539682539683
6.0,nan,0.6,0.59,0.0,nan,0.53,0.01,0.01,0.61,0.0,6.0,nan,0.6,0.59,0.01,nan,0.54,0.01,0.01,0.62,0.0,1.0,nan,1.0,1.0,nan,nan,1.0188679245283019,1.0,1.0,1.0163934426229508,nan
10.0,nan,6.75,6.68,0.01,nan,6.16,0.04,0.04,6.76,0.01,10.0,nan,6.73,6.67,0.01,nan,6.15,0.03,0.03,6.74,0.01,1.0,nan,0.997037037037037,0.9985029940119761,1.0,nan,0.9983766233766234,0.75,0.75,0.9970414201183433,1.0
9.0,nan,1777.87,1777.59,0.01,nan,1712.6,0.26,0.26,1777.88,0.92,9.0,nan,1777.41,1777.14,0.01,nan,1719.72,0.26,0.26,1777.42,0.89,1.0,nan,0.9997412634219601,0.9997468482608477,1.0,nan,1.0041574214644402,1.0,1.0,0.9997412648772696,0.967391304347826
15.0,15.0,1.12,1.0,0.01,nan,0.77,0.11,0.1,1.13,0.0,15.0,15.0,1.12,1.0,0.01,nan,0.77,0.12,0.11,1.14,0.0,1.0,1.0,1.0,1.0,1.0,nan,1.0,1.0909090909090908,1.0999999999999999,1.008849557522124,nan
21.0,91.0,1765.86,1754.64,0.02,0.0,1512.05,11.19,11.05,1765.88,2.53,21.0,91.0,1766.34,1755.22,0.02,0.0,1510.11,11.09,10.97,1766.36,2.6,1.0,1.0,1.0002718222282627,1.0003305521360506,1.0,nan,0.9987169736450514,0.9910634495084898,0.9927601809954751,1.000271819149659,1.0276679841897234
21.0,1129.0,340.79,311.98,0.04,0.02,299.51,28.77,28.49,340.81,1.06,21.0,1128.0,342.63,313.82,0.03,0.01,300.79,28.77,28.5,342.65,1.07,1.0,0.9991142604074402,1.005399219460665,1.0058978139624335,0.75,0.5,1.004273646956696,1.0,1.0003510003510003,1.00539890261436,1.009433962264151
26.0,119.0,53.43,47.73,0.01,0.0,39.74,5.69,5.54,53.44,0.2,20.0,32.0,13.51,13.0,0.01,0.0,10.95,0.5,0.49,13.53,0.04,0.7692307692307693,0.2689075630252101,0.2528542017593112,0.2723653886444584,1.0,nan,0.27554101660795166,0.08787346221441124,0.08844765342960288,0.2531811377245509,0.19999999999999998
13.0,196.0,1792.55,1754.59,0.04,0.0,1716.66,37.89,37.24,1792.57,1.87,13.0,196.0,1792.6,1754.69,0.04,0.0,1715.01,37.84,37.18,1792.63,1.87,1.0,1.0,1.0000278932247357,1.000056993371671,1.0,nan,0.9990388312187619,0.9986803906043812,0.9983888292158968,1.0000334714962318,1.0
22.0,105.0,2.53,1.95,0.01,0.0,1.64,0.57,0.56,2.54,0.01,22.0,113.0,2.77,2.2,0.01,0.0,1.83,0.56,0.55,2.78,0.01,1.0,1.0761904761904761,1.0948616600790515,1.1282051282051284,1.0,nan,1.1158536585365855,0.9824561403508774,0.9821428571428571,1.0944881889763778,1.0
5.0,nan,1.13,1.11,0.01,nan,1.04,0.01,0.01,1.14,0.0,5.0,nan,1.13,1.12,0.0,nan,1.05,0.01,0.01,1.14,0.0,1.0,nan,1.0,1.009009009009009,0.0,nan,1.0096153846153846,1.0,1.0,1.0,nan
19.0,127.0,1763.24,1702.92,0.02,0.0,1492.48,60.29,56.52,1763.25,2.15,19.0,127.0,1763.17,1702.95,0.02,0.0,1479.74,60.2,56.31,1763.19,2.18,1.0,1.0,0.9999603003561626,1.00001761679938,1.0,nan,0.9914638722126929,0.9985072151268868,0.9962845010615711,0.9999659719268397,1.013953488372093
20.0,418.0,19.56,17.35,0.01,0.0,14.83,2.2,2.15,19.57,0.09,23.0,518.0,25.94,21.67,0.01,0.0,18.65,4.26,4.19,25.95,0.16,1.15,1.2392344497607655,1.3261758691206544,1.2489913544668587,1.0,nan,1.2575859743762643,1.936363636363636,1.9488372093023258,1.3260091977516606,1.777777777777778
11.0,nan,1779.52,1743.93,0.01,nan,1694.22,35.58,32.98,1779.53,1.06,11.0,nan,1779.63,1743.75,0.01,nan,1690.49,35.86,33.12,1779.64,1.09,1.0,nan,1.0000618144218667,0.9998967848480157,1.0,nan,0.9977983969024093,1.0078695896571108,1.0042449969678593,1.0000618140745028,1.028301886792453
23.0,833.0,17.59,14.61,0.02,0.01,11.73,2.95,2.84,17.6,0.16,23.0,833.0,17.63,14.69,0.02,0.01,11.79,2.92,2.81,17.64,0.16,1.0,1.0,1.0022740193291642,1.0054757015742641,1.0,1.0,1.0051150895140664,0.9898305084745762,0.9894366197183099,1.0022727272727272,1.0
20.0,343.0,12.64,11.45,0.01,0.0,9.3,1.19,1.15,12.65,0.08,23.0,204.0,13.81,12.38,0.01,0.0,10.22,1.42,1.38,13.82,0.09,1.15,0.5947521865889213,1.0925632911392404,1.081222707423581,1.0,nan,1.0989247311827957,1.1932773109243697,1.2,1.092490118577075,1.125
27.0,572.0,15.07,10.85,0.02,0.01,8.78,4.2,4.1,15.08,0.11,27.0,572.0,15.01,10.77,0.02,0.01,8.72,4.22,4.12,15.03,0.11,1.0,1.0,0.9960185799601857,0.992626728110599,1.0,1.0,0.9931662870159454,1.0047619047619047,1.0048780487804878,0.9966843501326259,1.0
12.0,2.0,0.23,0.2,0.0,nan,0.15,0.03,0.03,0.24,0.0,12.0,2.0,0.22,0.19,0.01,nan,0.14,0.03,0.03,0.24,0.0,1.0,1.0,0.9565217391304347,0.95,nan,nan,0.9333333333333335,1.0,1.0,1.0,nan
16.0,80.0,123.7,122.82,0.02,0.0,109.02,0.86,0.85,123.72,0.19,15.0,74.0,94.02,93.4,0.02,0.0,82.52,0.59,0.59,94.03,0.14,0.9375,0.925,0.7600646725949878,0.7604624653965153,1.0,nan,0.7569253348009539,0.686046511627907,0.6941176470588235,0.7600226317491109,0.736842105263158
5.0,nan,0.18,0.18,0.0,nan,0.16,0.0,0.0,0.19,0.0,5.0,nan,0.19,0.18,0.0,nan,0.16,0.0,0.0,0.2,0.0,1.0,nan,1.0555555555555556,1.0,nan,nan,1.0,nan,nan,1.0526315789473684,nan
19.0,378.0,58.14,53.71,0.02,0.0,50.24,4.4,4.36,58.16,0.16,19.0,378.0,58.84,54.4,0.02,0.0,50.85,4.4,4.36,58.85,0.17,1.0,1.0,1.0120399036807706,1.0128467696890708,1.0,nan,1.012141719745223,1.0,1.0,1.0118638239339752,1.0625
7.0,nan,1791.5,1791.37,0.03,nan,1745.47,0.08,0.08,1791.52,0.54,7.0,nan,1791.62,1791.5,0.03,nan,1744.82,0.07,0.07,1791.65,0.54,1.0,nan,1.0000669829751605,1.0000725701558026,1.0,nan,0.9996276074638922,0.8750000000000001,0.8750000000000001,1.0000725640796642,1.0
12.0,8.0,19.82,18.45,0.03,0.0,17.18,1.34,1.33,19.85,0.01,12.0,8.0,19.83,18.44,0.03,0.0,17.18,1.34,1.34,19.84,0.01,1.0,1.0,1.0005045408678102,0.9994579945799459,1.0,nan,1.0,1.0,1.0075187969924813,0.9994962216624684,1.0
13.0,149.0,2.05,1.84,0.01,nan,1.7,0.2,0.2,2.06,0.01,13.0,145.0,2.04,1.84,0.01,nan,1.7,0.2,0.19,2.05,0.01,1.0,0.9731543624161074,0.9951219512195123,1.0,1.0,nan,1.0,1.0,0.95,0.9951456310679611,1.0
19.0,252.0,784.34,700.9,0.03,0.0,652.17,83.4,82.86,784.36,0.71,19.0,252.0,783.85,700.57,0.03,0.0,651.91,83.23,82.69,783.87,0.7,1.0,1.0,0.9993752709284239,0.9995291767727209,1.0,nan,0.999601330941319,0.9979616306954436,0.9979483466087377,0.9993752868580753,0.9859154929577465
7.0,nan,1792.28,1792.17,0.04,nan,1746.83,0.05,0.05,1792.31,0.45,7.0,nan,1792.13,1792.02,0.04,nan,1747.67,0.05,0.05,1792.15,0.45,1.0,nan,0.999916307719776,0.9999163025829022,1.0,nan,1.0004808710635837,1.0,1.0,0.9999107297286742,1.0
25.0,143.0,1.35,1.03,0.01,0.0,0.8,0.31,0.3,1.36,0.01,21.0,121.0,1.13,0.93,0.01,0.0,0.72,0.2,0.18,1.14,0.01,0.84,0.8461538461538461,0.8370370370370369,0.9029126213592233,1.0,nan,0.8999999999999999,0.6451612903225807,0.6,0.838235294117647,1.0
7.0,nan,0.17,0.15,0.0,nan,0.13,0.01,0.01,0.18,0.0,7.0,nan,0.17,0.16,0.0,nan,0.13,0.01,0.01,0.19,0.0,1.0,nan,1.0,1.0666666666666667,nan,nan,1.0,1.0,1.0,1.0555555555555556,nan
17.0,102.0,1756.91,1737.39,0.01,0.0,1480.86,19.5,18.49,1756.93,2.09,17.0,102.0,1757.11,1737.77,0.01,0.0,1471.55,19.32,18.27,1757.13,2.09,1.0,1.0,1.0001138362238247,1.000218718882922,1.0,nan,0.993713112650757,0.9907692307692307,0.9881016765819363,1.000113834927971,1.0
