Frames,Invar,Pdr_solve,blockCube,ensureFrames,ensureFrames_Invar,generalize,pushClauses,pushClauses.Pdr_ManCheckCube,run,solverAddClause,Frames_q,Invar_q,Pdr_solve_q,blockCube_q,ensureFrames_q,ensureFrames_Invar_q,generalize_q,pushClauses_q,pushClauses.Pdr_ManCheckCube_q,run_q,solverAddClause_q,Frames_r,Invar_r,Pdr_solve_r,blockCube_r,ensureFrames_r,ensureFrames_Invar_r,generalize_r,pushClauses_r,pushClauses.Pdr_ManCheckCube_r,run_r,solverAddClause_r
6.0,3.0,0.1,0.07,0.01,nan,0.07,0.01,0.01,0.11,0.0,6.0,3.0,0.1,0.07,0.01,nan,0.07,0.01,0.01,0.11,0.0,1.0,1.0,1.0,1.0,1.0,nan,1.0,1.0,1.0,1.0,nan
6.0,nan,0.32,0.26,0.02,nan,0.22,0.03,0.03,0.33,0.0,6.0,nan,0.32,0.27,0.02,nan,0.22,0.03,0.03,0.34,0.0,1.0,nan,1.0,1.0384615384615385,1.0,nan,1.0,1.0,1.0,1.0303030303030303,nan
6.0,4.0,0.36,0.33,0.01,nan,0.31,0.01,0.01,0.38,0.0,6.0,4.0,0.34,0.31,0.01,nan,0.3,0.01,0.01,0.36,0.0,1.0,1.0,0.9444444444444445,0.9393939393939393,1.0,nan,0.9677419354838709,1.0,1.0,0.9473684210526315,nan
5.0,nan,3.65,3.27,0.11,nan,3.12,0.26,0.26,3.7,0.0,5.0,nan,3.65,3.26,0.11,nan,3.11,0.26,0.26,3.7,0.0,1.0,nan,1.0,0.9969418960244648,1.0,nan,0.9967948717948717,1.0,1.0,1.0,nan
4.0,3.0,0.01,0.01,0.0,nan,0.0,0.0,0.0,0.03,0.0,4.0,3.0,0.01,0.01,0.0,nan,0.0,0.0,0.0,0.02,0.0,1.0,1.0,1.0,1.0,nan,nan,nan,nan,nan,0.6666666666666667,nan
34.0,19.0,0.44,0.3,0.01,0.0,0.21,0.13,0.12,0.45,0.0,32.0,13.0,0.43,0.3,0.01,0.0,0.21,0.12,0.11,0.44,0.0,0.9411764705882353,0.6842105263157895,0.9772727272727273,1.0,1.0,nan,1.0,0.923076923076923,0.9166666666666667,0.9777777777777777,nan
2.0,nan,0.03,0.01,0.02,nan,0.01,0.0,nan,0.06,nan,2.0,nan,0.03,0.01,0.02,nan,0.01,0.0,nan,0.06,nan,1.0,nan,1.0,1.0,1.0,nan,1.0,nan,nan,1.0,nan
15.0,132.0,46.64,42.05,0.01,0.0,37.6,4.59,4.51,46.66,0.09,10.0,92.0,37.46,36.85,0.01,0.0,32.45,0.6,0.59,37.48,0.05,0.6666666666666666,0.696969696969697,0.8031732418524872,0.8763376932223544,1.0,nan,0.8630319148936171,0.13071895424836602,0.13082039911308205,0.8032576082297471,0.5555555555555556
6.0,4.0,0.04,0.02,0.0,nan,0.01,0.02,0.01,0.05,0.0,6.0,4.0,0.04,0.02,0.0,nan,0.01,0.01,0.01,0.05,0.0,1.0,1.0,1.0,1.0,nan,nan,1.0,0.5,1.0,1.0,nan
11.0,20.0,1.08,0.82,0.01,0.0,0.66,0.26,0.25,1.09,0.0,13.0,24.0,2.43,2.04,0.0,0.0,1.69,0.39,0.39,2.44,0.01,1.1818181818181819,1.2,2.25,2.4878048780487805,0.0,nan,2.5606060606060606,1.5,1.56,2.238532110091743,nan
26.0,436.0,93.26,89.5,0.02,0.01,83.33,3.74,3.64,93.28,0.61,26.0,448.0,89.06,84.53,0.03,0.01,78.88,4.5,4.39,89.07,0.59,1.0,1.0275229357798166,0.9549646150546858,0.9444692737430168,1.5,1.0,0.9465978639145566,1.2032085561497325,1.206043956043956,0.9548670668953687,0.9672131147540983
6.0,4.0,0.15,0.14,0.01,nan,0.13,0.01,0.01,0.17,0.0,6.0,4.0,0.16,0.14,0.01,nan,0.14,0.01,0.01,0.18,0.0,1.0,1.0,1.0666666666666667,1.0,1.0,nan,1.076923076923077,1.0,1.0,1.0588235294117645,nan
2.0,nan,0.03,0.01,0.02,nan,0.01,0.0,nan,0.05,nan,2.0,nan,0.03,0.01,0.02,nan,0.01,0.0,nan,0.05,nan,1.0,nan,1.0,1.0,1.0,nan,1.0,nan,nan,1.0,nan
4.0,3.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.02,0.0,4.0,3.0,0.01,0.0,0.0,nan,0.0,0.0,0.0,0.02,0.0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,1.0,nan
13.0,270.0,1347.35,1326.46,0.01,0.0,1168.04,20.88,19.73,1347.37,2.26,9.0,130.0,532.3,521.83,0.01,0.0,470.58,10.46,9.96,532.32,0.66,0.6923076923076923,0.48148148148148145,0.3950718076223698,0.3934004794716765,1.0,nan,0.40288003835485087,0.5009578544061304,0.5048150025342119,0.3950807870147028,0.29203539823008856
10.0,nan,1798.09,1744.29,0.14,nan,1653.18,53.51,53.32,1798.15,0.17,10.0,nan,1798.3,1742.3,0.14,nan,1651.51,55.71,55.46,1798.36,0.17,1.0,nan,1.0001167905944641,0.9988591346622407,1.0,nan,0.998989825669316,1.0411138105027098,1.0401350337584396,1.000116786697439,1.0
15.0,11.0,64.67,64.07,0.07,nan,61.0,0.43,0.43,64.72,0.03,15.0,8.0,27.92,27.31,0.07,nan,25.11,0.44,0.44,27.96,0.01,1.0,0.7272727272727273,0.43173032317921756,0.42625253628843457,1.0,nan,0.4116393442622951,1.0232558139534884,1.0232558139534884,0.4320148331273177,0.33333333333333337
25.0,nan,1795.19,1766.3,0.08,nan,1728.79,28.6,28.41,1795.24,1.05,25.0,nan,1796.47,1768.0,0.08,nan,1731.71,28.2,28.02,1796.52,1.05,1.0,nan,1.0007130164495124,1.0009624639076036,1.0,nan,1.0016890426251888,0.9860139860139859,0.986272439281943,1.0007129965909851,1.0
22.0,85.0,1770.52,1764.85,0.05,0.0,1380.69,5.59,5.54,1770.55,1.82,22.0,68.0,1769.8,1764.24,0.05,0.0,1399.41,5.51,5.46,1769.83,1.79,1.0,0.8,0.9995933398097734,0.9996543615604726,1.0,nan,1.0135584381722182,0.9856887298747764,0.9855595667870036,0.9995933467001779,0.9835164835164835
14.0,nan,79.69,79.14,0.07,nan,77.03,0.32,0.32,79.74,0.02,14.0,nan,79.62,79.06,0.07,nan,76.9,0.33,0.33,79.66,0.03,1.0,nan,0.9991215961852178,0.9989891331817033,1.0,nan,0.9983123458392834,1.03125,1.03125,0.99899673940306,1.5
7.0,92.0,22.36,21.36,0.07,0.0,17.73,0.92,0.9,22.4,0.01,7.0,92.0,22.47,21.47,0.07,0.0,17.82,0.93,0.9,22.51,0.01,1.0,1.0,1.0049194991055457,1.0051498127340823,1.0,nan,1.0050761421319796,1.0108695652173914,1.0,1.0049107142857143,1.0
23.0,128.0,1766.08,1731.71,0.05,0.0,1454.93,34.29,32.78,1766.11,2.75,23.0,128.0,1766.13,1731.83,0.05,0.0,1456.35,34.22,32.69,1766.17,2.82,1.0,1.0,1.000028311288277,1.0000692956672883,1.0,nan,1.0009759919721222,0.9979585885097696,0.99725442342892,1.0000339729688412,1.0254545454545454
20.0,19.0,0.27,0.04,0.04,0.0,0.03,0.18,0.17,0.3,0.0,20.0,19.0,0.26,0.04,0.04,0.0,0.03,0.16,0.15,0.29,0.0,1.0,1.0,0.9629629629629629,1.0,1.0,nan,1.0,0.888888888888889,0.8823529411764705,0.9666666666666667,nan
26.0,359.0,1762.96,1741.28,0.04,0.0,1526.44,21.6,20.8,1762.99,6.21,26.0,1023.0,1768.52,1741.59,0.05,0.01,1516.82,26.87,26.08,1768.55,8.64,1.0,2.84958217270195,1.003153786813087,1.0001780299549756,1.25,nan,0.9936977542517229,1.2439814814814814,1.2538461538461536,1.0031537331465294,1.3913043478260871
28.0,128.0,1771.51,1758.2,0.05,0.0,1368.49,13.19,13.07,1771.53,2.66,28.0,125.0,1776.2,1763.05,0.04,0.0,1437.67,13.04,12.93,1776.23,2.36,1.0,0.9765625,1.0026474589474517,1.0027585030144466,0.7999999999999999,nan,1.0505520683380953,0.9886277482941622,0.9892884468247896,1.0026530738965753,0.8872180451127819
15.0,348.0,84.65,70.51,0.08,0.0,61.38,14.06,13.98,84.68,0.07,15.0,348.0,84.73,70.6,0.08,0.0,61.44,14.04,13.96,84.76,0.07,1.0,1.0,1.0009450679267573,1.0012764146929511,1.0,nan,1.0009775171065494,0.9985775248933143,0.9985693848354793,1.0009447331128956,1.0
14.0,nan,1796.26,1789.79,0.08,nan,1754.83,6.28,6.26,1796.3,0.62,14.0,nan,1796.79,1792.42,0.08,nan,1757.37,4.19,4.18,1796.84,0.62,1.0,nan,1.0002950575083784,1.0014694461361389,1.0,nan,1.001447433654542,0.6671974522292994,0.6677316293929713,1.0003006179368703,1.0
15.0,nan,1795.96,1795.35,0.07,nan,1751.48,0.35,0.35,1796.01,0.65,15.0,nan,1795.97,1795.36,0.07,nan,1752.16,0.35,0.35,1796.01,0.65,1.0,nan,1.0000055680527407,1.0000055699445791,1.0,nan,1.0003882430858475,1.0,1.0,1.0,1.0
5.0,nan,7.85,7.67,0.07,nan,7.36,0.1,0.1,7.89,0.0,5.0,nan,7.62,7.45,0.07,nan,7.16,0.09,0.09,7.65,0.0,1.0,nan,0.9707006369426752,0.971316818774446,1.0,nan,0.9728260869565217,0.8999999999999999,0.8999999999999999,0.9695817490494297,nan
18.0,36.0,1766.3,1761.76,0.04,0.0,1414.26,4.48,4.41,1766.33,1.82,23.0,48.0,1764.08,1755.01,0.04,0.0,1438.4,9.0,8.89,1764.11,1.75,1.2777777777777777,1.3333333333333333,0.9987431353677179,0.9961686041231496,1.0,nan,1.017068997214091,2.008928571428571,2.015873015873016,0.9987431567147702,0.9615384615384615
29.0,450.0,1757.24,1675.76,0.04,0.0,1482.63,81.4,71.45,1757.28,5.74,29.0,450.0,1757.63,1676.22,0.05,0.0,1480.03,81.32,71.45,1757.66,5.8,1.0,1.0,1.0002219389497167,1.0002745023153674,1.25,nan,0.9982463595097899,0.9990171990171989,1.0,1.000216243285077,1.0104529616724738
21.0,17.0,0.3,0.03,0.05,0.0,0.02,0.21,0.2,0.34,0.0,21.0,17.0,0.3,0.04,0.04,0.0,0.02,0.21,0.19,0.33,0.0,1.0,1.0,1.0,1.3333333333333335,0.7999999999999999,nan,1.0,1.0,0.95,0.9705882352941176,nan
13.0,nan,1796.29,1795.7,0.07,nan,1751.0,0.28,0.28,1796.33,0.52,13.0,nan,1796.36,1795.78,0.07,nan,1752.75,0.29,0.29,1796.41,0.51,1.0,nan,1.0000389692087581,1.0000445508715263,1.0,nan,1.0009994288977726,1.0357142857142856,1.0357142857142856,1.0000445352468645,0.9807692307692307
14.0,7.0,15.51,14.86,0.08,nan,13.76,0.48,0.48,15.56,0.01,14.0,6.0,13.77,13.14,0.07,nan,12.11,0.47,0.47,13.81,0.01,1.0,0.8571428571428571,0.8878143133462282,0.8842530282637955,0.8750000000000001,nan,0.8800872093023255,0.9791666666666666,0.9791666666666666,0.8875321336760925,1.0
28.0,31.0,0.57,0.11,0.04,0.0,0.08,0.4,0.38,0.61,0.0,28.0,31.0,0.58,0.11,0.04,0.0,0.08,0.41,0.39,0.61,0.0,1.0,1.0,1.0175438596491229,1.0,1.0,nan,1.0,1.025,1.0263157894736843,1.0,nan
16.0,nan,1795.94,1795.24,0.07,nan,1755.63,0.4,0.4,1795.99,0.63,16.0,nan,1796.9,1796.21,0.07,nan,1754.66,0.39,0.39,1796.95,0.63,1.0,nan,1.00053453901578,1.000540317729106,1.0,nan,0.9994474917835763,0.975,0.975,1.0005345241343215,1.0
16.0,nan,1796.38,1795.68,0.08,nan,1758.63,0.4,0.4,1796.42,0.77,16.0,nan,1796.63,1795.92,0.07,nan,1759.27,0.4,0.4,1796.68,0.77,1.0,nan,1.000139168772754,1.000133654103181,0.8750000000000001,nan,1.000363919641994,1.0,1.0,1.0001447323009096,1.0
15.0,348.0,84.39,70.31,0.08,0.0,61.22,13.99,13.92,84.42,0.07,15.0,348.0,84.83,70.72,0.07,0.0,61.46,14.02,13.95,84.86,0.07,1.0,1.0,1.00521388790141,1.0058313184468781,0.8750000000000001,nan,1.003920287487749,1.002144388849178,1.0021551724137931,1.0052120350627813,1.0
19.0,nan,1796.67,1790.12,0.08,nan,1754.39,6.29,6.25,1796.71,0.97,19.0,nan,1796.41,1789.91,0.08,nan,1754.82,6.24,6.2,1796.46,0.96,1.0,nan,0.999855287838056,0.9998826894286418,1.0,nan,1.0002450994362713,0.9920508744038156,0.992,0.9998608567882408,0.9896907216494846
13.0,nan,1796.22,1795.66,0.07,nan,1751.82,0.29,0.29,1796.27,0.6,13.0,nan,1796.26,1795.7,0.07,nan,1752.02,0.29,0.29,1796.3,0.59,1.0,nan,1.000022268987095,1.0000222759319692,1.0,nan,1.000114166980626,1.0,1.0,1.0000167012754206,0.9833333333333333
28.0,240.0,1770.72,1748.67,0.05,0.0,1429.39,21.97,21.54,1770.76,3.86,28.0,240.0,1770.29,1748.25,0.05,0.0,1442.77,21.96,21.52,1770.32,3.83,1.0,1.0,0.9997571609288877,0.9997598174612705,1.0,nan,1.0093606363553682,0.9995448338643605,0.9990714948932219,0.999751519121733,0.9922279792746115
11.0,319.0,172.88,169.47,0.07,0.0,153.47,3.33,3.3,172.91,0.17,11.0,319.0,173.08,169.64,0.07,0.0,153.72,3.36,3.33,173.12,0.18,1.0,1.0,1.0011568718186026,1.0010031273971793,1.0,nan,1.0016289828631002,1.009009009009009,1.0090909090909093,1.0012145046556011,1.0588235294117645
27.0,382.0,1775.59,1751.62,0.05,0.0,1543.94,23.86,23.23,1775.63,5.3,27.0,382.0,1775.32,1751.61,0.04,0.0,1547.9,23.6,22.98,1775.36,5.28,1.0,1.0,0.9998479378685394,0.9999942909991894,0.7999999999999999,nan,1.0025648665103566,0.9891031014249791,0.9892380542402066,0.9998479412940758,0.9962264150943397
17.0,15.0,79.38,78.67,0.07,nan,74.54,0.51,0.49,79.43,0.04,17.0,15.0,79.43,78.73,0.08,nan,74.6,0.49,0.48,79.47,0.04,1.0,1.0,1.0006298815822627,1.0007626795474769,1.1428571428571428,nan,1.0008049369466057,0.9607843137254901,0.9795918367346939,1.0005035880649629,1.0
25.0,69.0,1769.62,1763.68,0.05,0.0,1447.29,5.83,5.76,1769.66,2.33,25.0,69.0,1769.82,1763.92,0.05,0.0,1429.53,5.8,5.73,1769.86,2.44,1.0,1.0,1.0001130186141658,1.000136079107321,1.0,nan,0.9877287896689675,0.9948542024013721,0.9947916666666667,1.000113016059582,1.0472103004291844
83.0,845.0,156.83,67.56,0.04,0.01,59.09,89.25,88.23,156.85,1.44,82.0,1156.0,245.35,120.92,0.05,0.01,106.0,124.41,122.53,245.37,2.4,0.9879518072289156,1.3680473372781066,1.5644328253522921,1.7898164594434576,1.25,1.0,1.7938737519038754,1.3939495798319328,1.3887566587328573,1.5643608543194136,1.6666666666666667
19.0,154.0,1770.14,1680.49,0.06,0.0,1238.1,89.55,83.83,1770.19,2.04,19.0,154.0,1759.03,1668.52,0.06,0.0,1219.83,90.39,84.58,1759.08,2.06,1.0,1.0,0.9937236602754583,0.992877077519057,1.0,nan,0.9852435182941605,1.0093802345058627,1.0089466778003102,0.9937238375541608,1.0098039215686274
23.0,111.0,1766.2,1679.28,0.03,0.0,1435.58,86.87,82.08,1766.23,2.93,23.0,111.0,1765.19,1678.51,0.03,0.0,1444.94,86.63,81.89,1765.22,2.87,1.0,1.0,0.9994281508322953,0.9995414701538755,1.0,nan,1.0065200128171192,0.9972372510648094,0.9976851851851852,0.9994281605453423,0.9795221843003413
47.0,252.0,7.82,4.22,0.02,0.0,3.23,3.59,3.52,7.83,0.05,43.0,248.0,4.87,3.13,0.01,0.0,2.41,1.73,1.69,4.88,0.04,0.9148936170212766,0.9841269841269841,0.6227621483375959,0.7417061611374408,0.5,nan,0.7461300309597524,0.4818941504178273,0.48011363636363635,0.6232439335887612,0.7999999999999999
16.0,1977.0,168.69,136.65,0.01,nan,130.39,32.03,31.07,168.7,0.29,24.0,1936.0,193.98,138.81,0.01,nan,131.93,55.15,53.47,193.99,0.36,1.5,0.9792615073343449,1.1499199715454382,1.0158068057080132,1.0,nan,1.0118107216811107,1.7218232906650015,1.7209526874798842,1.1499110847658567,1.2413793103448276
26.0,52.0,1755.44,1719.83,0.01,0.0,1527.38,35.59,33.78,1755.45,4.32,21.0,35.0,1762.31,1761.75,0.01,0.0,1565.57,0.55,0.54,1762.32,1.89,0.8076923076923077,0.6730769230769231,1.003913548739917,1.0243745021310247,1.0,nan,1.0250036009375532,0.015453779151447036,0.015985790408525755,1.0039135264462102,0.43749999999999994
18.0,165.0,1771.42,1753.3,0.05,0.0,1435.63,18.02,17.53,1771.46,2.34,18.0,165.0,1770.47,1752.4,0.05,0.0,1438.44,17.98,17.49,1770.51,2.32,1.0,1.0,0.9994637070824536,0.9994866822563168,1.0,nan,1.0019573288382104,0.997780244173141,0.9977181973759268,0.9994637191920788,0.9914529914529915
7.0,nan,1764.37,1739.4,0.0,nan,1596.39,24.89,20.52,1764.39,0.54,7.0,nan,1765.15,1740.21,0.01,nan,1608.25,24.84,20.43,1765.16,0.52,1.0,nan,1.0004420841433488,1.000465677819938,nan,nan,1.0074292622730034,0.9979911611088791,0.9956140350877193,1.000436411450983,0.9629629629629629
11.0,1.0,1.17,1.11,0.0,nan,0.86,0.05,0.05,1.18,0.0,11.0,1.0,1.17,1.11,0.01,nan,0.86,0.05,0.05,1.18,0.0,1.0,1.0,1.0,1.0,nan,nan,1.0,1.0,1.0,1.0,nan
5.0,nan,1795.28,1795.04,0.07,nan,1765.98,0.13,0.13,1795.33,0.28,5.0,nan,1793.37,1793.14,0.07,nan,1765.39,0.13,0.13,1793.42,0.27,1.0,nan,0.9989360991043179,0.998941527765398,1.0,nan,0.9996659078811765,1.0,1.0,0.9989361287339933,0.9642857142857143
8.0,1.0,1771.32,1763.89,0.01,nan,1646.33,7.42,6.62,1771.33,0.61,8.0,1.0,1771.18,1763.78,0.01,nan,1654.68,7.39,6.58,1771.2,0.59,1.0,1.0,0.999920962897726,0.9999376378345588,1.0,nan,1.0050718871672144,0.9959568733153639,0.9939577039274924,0.9999266088193618,0.9672131147540983
21.0,67.0,1769.06,1720.01,0.03,0.0,1524.23,49.01,45.91,1769.09,2.0,21.0,67.0,1766.56,1717.31,0.03,0.0,1528.91,49.2,46.13,1766.59,1.97,1.0,1.0,0.9985868201191593,0.9984302416846413,1.0,nan,1.0030704027607382,1.0038767598449296,1.0047919843171425,0.9985868440836815,0.985
5.0,nan,53.63,52.95,0.09,nan,51.38,0.51,0.51,53.69,0.0,5.0,nan,53.2,52.51,0.09,nan,51.1,0.51,0.51,53.25,0.0,1.0,nan,0.9919820995711356,0.9916902738432483,1.0,nan,0.9945504087193461,1.0,1.0,0.9918048053641274,nan
46.0,2731.0,1784.59,1577.55,0.06,0.03,1420.24,206.98,204.43,1784.6,27.5,34.0,301.0,1784.07,1687.87,0.03,0.01,1458.6,96.16,94.87,1784.08,10.07,0.7391304347826086,0.11021603808128891,0.9997086165449768,1.069931222465215,0.5,0.33333333333333337,1.027009519517828,0.4645859503333655,0.46407083109132713,0.9997086181777429,0.3661818181818182
10.0,1.0,0.26,0.2,0.0,nan,0.15,0.06,0.06,0.28,0.0,10.0,1.0,0.26,0.21,0.0,nan,0.15,0.05,0.05,0.27,0.0,1.0,1.0,1.0,1.0499999999999998,nan,nan,1.0,0.8333333333333334,0.8333333333333334,0.9642857142857143,nan
5.0,nan,0.88,0.86,0.0,nan,0.78,0.01,0.01,0.89,0.0,5.0,nan,0.9,0.87,0.0,nan,0.79,0.01,0.01,0.91,0.0,1.0,nan,1.0227272727272727,1.0116279069767442,nan,nan,1.0128205128205128,1.0,1.0,1.0224719101123596,nan
4.0,nan,0.07,0.06,0.01,nan,0.05,0.0,0.0,0.08,0.0,4.0,nan,0.06,0.05,0.0,nan,0.05,0.0,0.0,0.08,0.0,1.0,nan,0.857142857142857,0.8333333333333334,0.0,nan,1.0,nan,nan,1.0,nan
5.0,nan,152.04,150.58,0.11,nan,146.64,1.21,1.2,152.1,0.01,5.0,nan,149.48,148.02,0.11,nan,144.84,1.2,1.2,149.54,0.01,1.0,nan,0.9831623257037622,0.9829990702616549,1.0,nan,0.9877250409165304,0.9917355371900827,1.0,0.9831689677843524,1.0
4.0,nan,0.43,0.42,0.0,nan,0.38,0.0,0.0,0.45,0.0,4.0,nan,0.43,0.42,0.0,nan,0.38,0.0,0.0,0.44,0.0,1.0,nan,1.0,1.0,nan,nan,1.0,nan,nan,0.9777777777777777,nan
4.0,nan,0.05,0.04,0.0,nan,0.04,0.0,0.0,0.07,0.0,4.0,nan,0.05,0.04,0.0,nan,0.03,0.0,0.0,0.06,0.0,1.0,nan,1.0,1.0,nan,nan,0.75,nan,nan,0.857142857142857,nan
22.0,127.0,1752.17,1687.86,0.01,0.0,1520.74,64.3,59.27,1752.18,4.07,22.0,127.0,1752.13,1687.97,0.01,0.0,1517.59,64.15,59.07,1752.15,4.09,1.0,1.0,0.9999771711648984,1.0000651712819784,1.0,nan,0.9979286400042084,0.9976671850699845,0.996625611607896,0.9999828784713899,1.0049140049140048
6.0,nan,1794.23,1787.42,0.05,nan,1760.08,6.71,6.62,1794.27,0.36,6.0,nan,1794.34,1787.5,0.05,nan,1759.54,6.74,6.65,1794.38,0.36,1.0,nan,1.0000613076361446,1.0000447572478768,1.0,nan,0.999693195763829,1.0044709388971684,1.0045317220543808,1.0000613062694022,1.0
56.0,197.0,1753.73,1633.08,0.03,0.01,1394.33,120.62,116.59,1753.75,9.67,60.0,185.0,1754.5,1614.64,0.03,0.01,1370.81,139.83,134.06,1754.52,9.43,1.0714285714285714,0.9390862944162437,1.0004390641660916,0.9887084527396087,1.0,1.0,0.9831316833174356,1.1592604874813464,1.149841324298825,1.0004390591589452,0.9751809720785936
6.0,nan,0.17,0.15,0.0,nan,0.13,0.01,0.01,0.18,0.0,6.0,nan,0.17,0.16,0.0,nan,0.14,0.01,0.01,0.19,0.0,1.0,nan,1.0,1.0666666666666667,nan,nan,1.076923076923077,1.0,1.0,1.0555555555555556,nan
24.0,134.0,1771.51,1658.99,0.04,0.0,1408.17,112.47,108.04,1771.54,2.89,21.0,108.0,1768.15,1682.13,0.04,0.0,1357.15,85.97,80.9,1768.18,2.65,0.875,0.8059701492537313,0.9981033129928706,1.0139482456193227,1.0,nan,0.9637685790778102,0.7643816128745443,0.7487967419474268,0.9981033451121624,0.916955017301038
14.0,4.0,1.76,1.56,0.01,0.0,1.25,0.2,0.19,1.77,0.01,14.0,4.0,1.76,1.55,0.01,0.0,1.25,0.2,0.19,1.77,0.01,1.0,1.0,1.0,0.9935897435897436,1.0,nan,1.0,1.0,1.0,1.0,1.0
24.0,27.0,21.03,17.67,0.01,0.0,14.27,3.35,3.21,21.04,0.11,24.0,27.0,21.04,17.67,0.01,0.0,14.28,3.36,3.22,21.05,0.11,1.0,1.0,1.0004755111745125,1.0,1.0,nan,1.0007007708479327,1.0029850746268656,1.003115264797508,1.0004752851711027,1.0
20.0,108.0,1773.0,1741.96,0.08,0.0,1523.85,30.92,29.91,1773.07,2.23,20.0,108.0,1771.87,1740.94,0.08,0.0,1532.02,30.83,29.82,1771.91,2.18,1.0,1.0,0.9993626621545403,0.9994144526854807,1.0,nan,1.005361420087279,0.9970892626131952,0.9969909729187563,0.999345767510589,0.9775784753363229
5.0,nan,447.51,445.48,0.14,nan,429.62,1.67,1.66,447.59,0.03,5.0,nan,447.43,445.36,0.13,nan,429.47,1.71,1.71,447.5,0.03,1.0,nan,0.9998212330450716,0.9997306276376043,0.9285714285714285,nan,0.9996508542432848,1.0239520958083832,1.0301204819277108,0.9997989231216069,1.0
16.0,189.0,9.97,8.71,0.01,0.0,8.31,1.24,1.22,9.98,0.03,16.0,189.0,9.95,8.69,0.01,0.0,8.29,1.25,1.23,9.97,0.03,1.0,1.0,0.9979939819458373,0.9977037887485647,1.0,nan,0.9975932611311671,1.0080645161290323,1.0081967213114753,0.998997995991984,1.0
21.0,15.0,1.08,0.77,0.01,0.0,0.59,0.3,0.29,1.09,0.01,21.0,15.0,1.09,0.78,0.01,0.0,0.59,0.3,0.29,1.1,0.01,1.0,1.0,1.0092592592592593,1.012987012987013,1.0,nan,1.0,1.0,1.0,1.0091743119266054,1.0
6.0,nan,1794.73,1792.89,0.05,nan,1769.96,1.76,1.75,1794.77,0.38,6.0,nan,1794.87,1793.01,0.06,nan,1769.77,1.78,1.77,1794.91,0.39,1.0,nan,1.0000780061624868,1.0000669310442916,1.2,nan,0.9998926529413094,1.0113636363636365,1.0114285714285713,1.0000780044239652,1.0263157894736843
13.0,2.0,1784.93,1733.93,0.02,0.0,1692.15,50.96,49.78,1784.94,0.95,13.0,2.0,1790.32,1739.06,0.02,0.0,1696.23,51.23,50.06,1790.34,0.96,1.0,1.0,1.003019726263775,1.0029585969445132,1.0,nan,1.0024111337647372,1.0052982731554159,1.0056247488951386,1.0030253117751857,1.0105263157894737
10.0,1.0,1792.2,1785.84,0.04,nan,1735.52,6.27,6.21,1792.23,0.47,10.0,1.0,1792.7,1786.33,0.03,nan,1736.57,6.29,6.23,1792.73,0.46,1.0,1.0,1.0002789867202322,1.0002743806835999,0.75,nan,1.0006050059924403,1.003189792663477,1.003220611916264,1.0002789820502949,0.9787234042553192
6.0,nan,9.55,9.39,0.05,nan,9.15,0.08,0.08,9.59,0.0,6.0,nan,9.57,9.41,0.05,nan,9.17,0.09,0.09,9.61,0.0,1.0,nan,1.0020942408376963,1.002129925452609,1.0,nan,1.0021857923497268,1.125,1.125,1.0020855057351408,nan
133.0,839.0,1744.14,1600.89,0.15,0.08,1151.22,143.22,137.0,1744.15,29.83,79.0,1320.0,1748.62,1504.12,0.11,0.06,1130.67,244.48,233.53,1748.64,24.08,0.5939849624060151,1.5733015494636473,1.0025686011444035,0.9395523739919669,0.7333333333333334,0.75,0.9821493719706051,1.7070241586370618,1.7045985401459853,1.0025743198692774,0.8072410325175997
175.0,1522.0,1737.84,1688.8,0.16,0.08,1185.6,48.98,47.44,1737.85,56.56,180.0,429.0,1751.52,1692.0,0.14,0.06,1229.58,59.46,57.67,1751.54,32.32,1.0285714285714285,0.2818659658344284,1.0078718409059522,1.0018948365703457,0.8750000000000001,0.75,1.0370951417004048,1.2139648836259698,1.2156408094435076,1.0078775498460741,0.5714285714285714
18.0,56.0,24.4,20.21,0.06,nan,19.2,4.12,4.11,24.43,0.01,16.0,47.0,18.56,15.81,0.06,nan,14.92,2.69,2.68,18.59,0.0,0.8888888888888888,0.8392857142857143,0.760655737704918,0.7822859970311726,1.0,nan,0.7770833333333333,0.6529126213592232,0.6520681265206812,0.7609496520671306,0.0
15.0,67.0,5.4,4.99,0.01,0.0,4.16,0.4,0.39,5.42,0.02,12.0,55.0,5.34,5.13,0.01,0.0,4.38,0.21,0.2,5.35,0.01,0.8,0.8208955223880597,0.9888888888888888,1.028056112224449,1.0,nan,1.0528846153846154,0.5249999999999999,0.5128205128205129,0.9870848708487084,0.5
18.0,120.0,1758.28,1699.42,0.01,0.0,1476.15,58.84,53.59,1758.3,1.87,21.0,113.0,1761.68,1698.2,0.02,0.0,1459.69,63.45,58.77,1761.69,1.68,1.1666666666666667,0.9416666666666667,1.0019337079418522,0.9992821080133222,2.0,nan,0.9888493716763201,1.0783480625424882,1.0966598245941408,1.0019279986350453,0.8983957219251336
19.0,63.0,880.41,865.93,0.02,0.0,778.21,14.46,13.56,880.42,0.85,17.0,89.0,402.05,384.65,0.02,0.0,340.56,17.38,16.54,402.07,0.6,0.8947368421052632,1.4126984126984128,0.4566622369123477,0.4442044968992875,1.0,nan,0.43761966564294985,1.201936376210235,1.21976401179941,0.45667976647509145,0.7058823529411765
